37529;8814;62;13.00;1;13.00
37530;8814;58;19.00;1;19.00
37531;8814;36;31.00;1;31.00
37532;8814;18;50.00;1;50.00
37533;8814;19;38.00;1;38.00
37534;8814;20;38.00;1;38.00
37535;8814;22;38.00;1;38.00
37536;8814;11;67.00;1;67.00
37537;8814;23;22.50;1;22.50
37538;8814;5;56.50;3;169.50
37539;8814;1156;58.00;2;116.00
37540;8814;4;62.00;5;310.00
37541;8815;4;62.00;3;186.00
37543;8816;4;62.00;3;186.00
37544;8816;89;12.00;1;12.00
38523;8817;4;62.00;1;62.00
38524;8817;23;22.50;1;22.50
38525;8818;4;62.00;1;62.00
38526;8819;15;68.00;1;68.00
38527;8820;5;56.50;8;452.00
38528;8820;4;60.00;7;420.00
38529;8820;12;45.00;1;45.00
38530;8820;71;130.00;1;130.00
38531;8820;15;66.00;1;66.00
38532;8820;89;12.00;6;72.00
38533;8821;12;45.00;1;45.00
38535;8821;23;22.50;1;22.50
38536;8821;4;60.00;1;60.00
38537;8821;61;9.50;1;9.50
38538;8821;49;11.00;2;22.00
38539;8822;11;67.00;1;67.00
38540;8823;4;62.00;1;62.00
38541;8823;71;135.00;1;135.00
38542;8824;4;62.00;3;186.00
38543;8825;4;60.00;1;60.00
38544;8826;4;62.00;2;124.00
38545;8827;4;60.00;1;60.00
38546;8827;5;56.50;1;56.50
38547;8827;9;88.00;1;88.00
38548;8828;12;47.00;4;188.00
38549;8828;13;48.00;1;48.00
38550;8828;89;12.00;2;24.00
38551;8829;4;62.00;4;248.00
38552;8829;5;58.00;4;232.00
38553;8829;11;65.00;1;65.00
38554;8830;5;58.00;2;116.00
38555;8830;4;62.00;1;62.00
38561;8833;11;65.00;1;65.00
38562;8834;11;65.00;2;130.00
38563;8835;23;22.50;1;22.50
38590;8847;4;62.00;1;62.00
38591;8847;5;58.00;1;58.00
38592;8848;23;22.50;2;45.00
38593;8848;22;39.00;1;39.00
38594;8849;4;62.00;3;186.00
38595;8850;1098;14.00;2;28.00
38597;8852;11;65.00;1;65.00
38600;8854;4;60.00;2;120.00
38601;8854;13;46.00;1;46.00
33681;8592;31;11.00;2;22.00
33682;8593;4;62.00;3;186.00
33683;8593;5;58.00;2;116.00
33684;8593;11;66.00;1;66.00
33685;8593;31;11.00;1;11.00
34579;8630;5;56.50;1;56.50
34580;8630;4;60.00;1;60.00
34581;8630;11;64.00;1;64.00
34582;8631;11;64.00;1;64.00
34583;8631;18;50.00;1;50.00
34584;8632;51;14.50;2;29.00
34585;8632;31;11.00;2;22.00
34589;8636;4;60.00;2;120.00
34590;8637;5;58.00;4;232.00
34591;8637;4;62.00;2;124.00
34592;8637;18;50.00;3;150.00
34593;8637;52;19.00;1;19.00
34594;8637;61;9.50;2;19.00
34595;8637;49;11.00;2;22.00
34596;8637;72;9.50;2;19.00
34597;8637;51;14.50;2;29.00
34598;8637;1098;14.00;3;42.00
34599;8637;31;11.00;3;33.00
34628;8644;12;45.00;3;135.00
34629;8644;23;22.50;3;67.50
34679;8659;4;60.00;5;300.00
34680;8659;5;56.50;3;169.50
34681;8659;71;130.00;1;130.00
34682;8659;89;12.00;5;60.00
34683;8660;4;62.00;3;186.00
34684;8660;5;58.00;3;174.00
34704;8673;11;65.00;1;65.00
34705;8674;11;65.00;1;65.00
34706;8674;23;22.50;1;22.50
34707;8674;61;9.50;2;19.00
34737;8686;11;65.00;5;325.00
34738;8686;5;56.50;3;169.50
34739;8686;4;60.00;3;180.00
34800;8706;11;67.00;1;67.00
34801;8706;4;60.00;1;60.00
35527;8715;4;60.00;1;60.00
35528;8715;11;65.00;1;65.00
35529;8715;23;22.50;1;22.50
35540;8719;11;65.00;5;325.00
35531;8717;4;60.00;1;60.00
35532;8717;5;56.50;1;56.50
35533;8717;11;65.00;1;65.00
35534;8718;5;58.00;1;58.00
35535;8718;4;62.00;2;124.00
35536;8718;31;11.00;1;11.00
35537;8718;12;45.00;1;45.00
35538;8718;36;31.00;1;31.00
35539;8718;11;65.00;1;65.00
35543;8720;11;65.00;1;65.00
35578;8737;4;60.00;1;60.00
35579;8737;5;56.50;1;56.50
35580;8737;12;45.00;1;45.00
35652;8764;5;58.00;2;116.00
35653;8764;4;62.00;3;186.00
35654;8765;13;47.00;1;47.00
